contractSymbol;Last Trade Date (EDT);strike;lastPrice;bid;ask;change;percentChange;volume;openInterest;impliedVolatility;inTheMoney;type;expiration;days_to_exp;258.02
AAPL260116P00240000;10/03/2025 15:32;240;5.85;5.75;5.85;-0.22;-3.62%;221;8,607;24.38%;FALSE;put;16/01/2026;103;
AAPL260116P00245000;10/03/2025 14:30;245;7;7.1;7.2;-0.47;-6.29%;120;3,690;23.66%;FALSE;put;16/01/2026;103;
AAPL260116P00250000;10/03/2025 15:58;250;8.82;8.7;8.8;-0.33;-3.61%;401;16,451;22.94%;FALSE;put;16/01/2026;103;
AAPL260116P00255000;10/03/2025 15:31;255;10.62;10.55;10.7;-0.58;-5.18%;558;2,015;22.26%;FALSE;put;16/01/2026;103;
AAPL260116P00260000;10/03/2025 15:39;260;12.95;12.8;12.95;-0.08;-0.61%;322;3,234;21.66%;TRUE;put;16/01/2026;103;
AAPL260116P00265000;10/03/2025 15:49;265;15.46;15.35;15.5;-0.57;-3.56%;11;724;20.99%;TRUE;put;16/01/2026;103;
AAPL260116P00270000;10/03/2025 11:45;270;18.1;18.25;18.45;-0.89;-4.69%;28;345;20.44%;TRUE;put;16/01/2026;103;
AAPL260116P00275000;10/03/2025 14:24;275;21.45;21.25;21.8;-0.7;-3.16%;27;114;20.02%;TRUE;put;16/01/2026;103;
AAPL260116P00280000;10/03/2025 10:23;280;25.25;25.05;25.35;-0.41;-1.60%;2;175;19.33%;TRUE;put;16/01/2026;103;
AAPL260116P00285000;10/03/2025 11:52;285;29.58;28.8;29.25;-0.1;-0.34%;3;86;18.72%;TRUE;put;16/01/2026;103;
AAPL260116P00290000;10/03/2025 12:08;290;32.91;33.05;33.55;-1.2;-3.52%;7;39;18.54%;TRUE;put;16/01/2026;103;
AAPL260116P00295000;9/26/2025 3:21 PM;295;40;37.3;37.95;0;0.00%;1;85;17.97%;TRUE;put;16/01/2026;103;
AAPL260116P00300000;9/24/2025 12:06 PM;300;42.2;41.95;42.6;-6.8;-13.88%;1;52;17.76%;TRUE;put;16/01/2026;103;
AAPL260116P00305000;09/10/2025 09:43;305;76;46.35;47.75;0;0.00%;0;0;20.15%;TRUE;put;16/01/2026;103;
AAPL260116P00310000;9/18/2025 3:48 PM;310;72.28;51.35;52.65;0;0.00%;1;1;21.03%;TRUE;put;16/01/2026;103;
AAPL260116P00315000;9/18/2025 3:48 PM;315;77.3;56.35;57.65;0;0.00%;1;0;22.45%;TRUE;put;16/01/2026;103;
AAPL260116P00320000;09/10/2025 09:42;320;90.35;61.35;62.5;0;0.00%;2;0;22.72%;TRUE;put;16/01/2026;103;
AAPL260116P00330000;09/10/2025 09:42;330;100.35;71.6;72.5;0;0.00%;1;0;25.28%;TRUE;put;16/01/2026;103;
AAPL260116P00340000;09/10/2025 15:37;340;113.97;81.6;82.65;0;0.00%;4;0;28.98%;TRUE;put;16/01/2026;103;
AAPL260116P00350000;9/22/2025 3:06 PM;350;94.24;91.35;92.7;0;0.00%;25;0;31.78%;TRUE;put;16/01/2026;103;
AAPL260116P00360000;09/10/2025 09:42;360;101.91;101.6;102.65;-28.44;-21.82%;3;0;33.67%;TRUE;put;16/01/2026;103;
AAPL260116P00370000;09/10/2025 09:42;370;140.35;111.35;112.65;0;0.00%;1;0;35.86%;TRUE;put;16/01/2026;103;
AAPL260116P00390000;10/02/2025 10:26;390;133.7;131.6;132.45;0;0.00%;6;0;37.87%;TRUE;put;16/01/2026;103;
AAPL260220C00100000;9/24/2025 12:59 PM;100;153.2;158.5;160.4;0;0.00%;4;13;88.45%;TRUE;call;20/02/2026;138;
AAPL260220C00105000;07/03/2025 12:53;105;111.38;151.05;153.2;0;0.00%;1;1;61.13%;TRUE;call;20/02/2026;138;
AAPL260220C00110000;9/22/2025 3:58 PM;110;148.05;148.7;150.35;0;0.00%;4;55;81.18%;TRUE;call;20/02/2026;138;
AAPL260220C00120000;9/29/2025 9:30 AM;120;137.49;138.95;140.5;0;0.00%;1;77;75.64%;TRUE;call;20/02/2026;138;
AAPL260220C00125000;09/03/2025 10:35;125;114.78;134.05;135.8;0;0.00%;11;37;73.78%;TRUE;call;20/02/2026;138;
AAPL260220C00130000;09/12/2025 11:49;130;106.85;129.2;130.8;0;0.00%;3;97;70.87%;TRUE;call;20/02/2026;138;
AAPL260220C00135000;9/29/2025 11:47 AM;135;120.79;124.25;125.75;0;0.00%;1;10;67.49%;TRUE;call;20/02/2026;138;
AAPL260220C00140000;10/03/2025 12:25;140;120.8;119.3;120.75;6.9;6.06%;2;139;64.42%;TRUE;call;20/02/2026;138;
AAPL260220C00145000;09/02/2025 12:12;145;86.1;114.45;116.6;0;0.00%;15;15;64.49%;TRUE;call;20/02/2026;138;
AAPL260220C00150000;9/19/2025 2:01 PM;150;98.4;109.7;111.1;0;0.00%;21;66;60.56%;TRUE;call;20/02/2026;138;
AAPL260220C00155000;09/04/2025 15:50;155;87.85;104.9;106.55;0;0.00%;1;29;59.33%;TRUE;call;20/02/2026;138;
AAPL260220C00160000;9/19/2025 1:33 PM;160;88.34;99.95;101.75;0;0.00%;10;108;56.93%;TRUE;call;20/02/2026;138;
AAPL260220C00165000;9/22/2025 3:32 PM;165;94.17;95.7;96.9;0;0.00%;1;25;56.09%;TRUE;call;20/02/2026;138;
AAPL260220C00170000;9/26/2025 10:12 AM;170;88.6;90.7;91.95;0;0.00%;72;133;53.20%;TRUE;call;20/02/2026;138;
AAPL260220C00175000;9/26/2025 10:35 AM;175;83.6;85.4;87.2;0;0.00%;4;95;50.17%;TRUE;call;20/02/2026;138;
AAPL260220C00180000;10/03/2025 15:50;180;81.3;80.95;82.3;-0.3;-0.37%;1;145;51.17%;TRUE;call;20/02/2026;138;
AAPL260220C00185000;10/02/2025 12:30;185;76.39;76.4;77.35;0;0.00%;1;133;48.40%;TRUE;call;20/02/2026;138;
AAPL260220C00190000;10/03/2025 14:28;190;72.7;71.6;72.8;0.7;0.97%;2;137;46.98%;TRUE;call;20/02/2026;138;
AAPL260220C00195000;9/26/2025 12:08 PM;195;65.15;67.15;67.85;0;0.00%;4;406;44.23%;TRUE;call;20/02/2026;138;
AAPL260220C00200000;10/03/2025 14:39;200;63.05;62.5;63.25;0.05;0.08%;126;1,363;42.53%;TRUE;call;20/02/2026;138;
AAPL260220C00205000;10/03/2025 10:34;205;59.1;57.95;58.6;1.2;2.07%;4;417;40.61%;TRUE;call;20/02/2026;138;
AAPL260220C00210000;10/03/2025 15:23;210;53.68;53.65;54;0;0.00%;11;1,060;38.75%;TRUE;call;20/02/2026;138;
AAPL260220C00215000;10/03/2025 10:25;215;49.6;49.25;49.6;0.55;1.12%;11;921;37.29%;TRUE;call;20/02/2026;138;
AAPL260220C00220000;10/03/2025 15:26;220;45;45;45.3;0.1;0.22%;25;2,589;35.91%;TRUE;call;20/02/2026;138;
AAPL260220C00225000;10/03/2025 15:23;225;40.86;40.85;41.15;0.31;0.76%;71;2,781;34.68%;TRUE;call;20/02/2026;138;
AAPL260220C00230000;10/03/2025 15:33;230;36.92;36.8;37.1;0.05;0.14%;17;5,993;33.47%;TRUE;call;20/02/2026;138;
AAPL260220C00235000;10/03/2025 15:10;235;33.1;32.9;33.2;-0.25;-0.75%;86;2,655;32.32%;TRUE;call;20/02/2026;138;
AAPL260220C00240000;10/03/2025 15:09;240;29.25;29.2;29.5;-0.05;-0.17%;18;5,285;31.30%;TRUE;call;20/02/2026;138;
AAPL260220C00245000;10/03/2025 15:24;245;25.7;25.75;26.05;-0.1;-0.39%;18;2,663;30.45%;TRUE;call;20/02/2026;138;
AAPL260220C00250000;10/03/2025 15:51;250;22.45;22.45;22.7;0.01;0.04%;127;3,113;29.48%;TRUE;call;20/02/2026;138;
AAPL260220C00255000;10/03/2025 15:43;255;19.15;19.4;19.55;-0.15;-0.78%;229;3,502;28.53%;TRUE;call;20/02/2026;138;
AAPL260220C00260000;10/03/2025 15:54;260;16.4;16.6;16.75;-0.15;-0.91%;458;8,714;27.82%;FALSE;call;20/02/2026;138;
AAPL260220C00265000;10/03/2025 15:37;265;14.09;14.1;14.2;-0.11;-0.77%;244;6,228;27.16%;FALSE;call;20/02/2026;138;
AAPL260220C00270000;10/03/2025 15:58;270;11.87;11.8;11.95;-0.07;-0.59%;313;6,727;26.62%;FALSE;call;20/02/2026;138;
AAPL260220C00275000;10/03/2025 15:29;275;9.85;9.85;9.95;0.05;0.51%;110;11,274;26.12%;FALSE;call;20/02/2026;138;
AAPL260220C00280000;10/03/2025 15:28;280;8.1;8.1;8.25;-0.05;-0.61%;347;3,632;25.75%;FALSE;call;20/02/2026;138;
AAPL260220C00285000;10/03/2025 15:43;285;6.75;6.65;6.75;-0.04;-0.59%;137;1,369;25.37%;FALSE;call;20/02/2026;138;
AAPL260220C00290000;10/03/2025 13:53;290;5.43;5.4;5.5;-0.12;-2.16%;163;1,302;25.08%;FALSE;call;20/02/2026;138;
AAPL260220C00295000;10/03/2025 15:18;295;4.39;4.35;4.45;-0.11;-2.44%;349;1,271;24.84%;FALSE;call;20/02/2026;138;
AAPL260220C00300000;10/03/2025 15:59;300;3.56;3.5;3.6;-0.09;-2.47%;271;4,426;24.69%;FALSE;call;20/02/2026;138;
AAPL260220C00310000;10/03/2025 14:59;310;2.29;2.27;2.31;-0.1;-4.18%;30;1,161;24.45%;FALSE;call;20/02/2026;138;
AAPL260220C00320000;10/03/2025 15:54;320;1.45;1.45;1.49;-0.12;-7.64%;54;6,292;24.43%;FALSE;call;20/02/2026;138;
AAPL260220C00330000;10/03/2025 15:42;330;0.95;0.92;0.96;-0.09;-8.65%;22;984;24.50%;FALSE;call;20/02/2026;138;
AAPL260220C00340000;10/03/2025 11:00;340;0.66;0.59;0.63;-0.02;-2.94%;3;2,118;24.72%;FALSE;call;20/02/2026;138;
AAPL260220C00350000;10/03/2025 11:35;350;0.45;0.38;0.41;0;0.00%;35;734;24.92%;FALSE;call;20/02/2026;138;
AAPL260220C00360000;10/03/2025 13:21;360;0.28;0.24;0.28;0.01;3.70%;5;117;25.29%;FALSE;call;20/02/2026;138;
AAPL260220C00370000;10/01/2025 15:39;370;0.2;0.16;0.19;0.01;5.26%;5;1,288;25.64%;FALSE;call;20/02/2026;138;
AAPL260220C00380000;10/03/2025 12:03;380;0.12;0.1;0.13;-0.03;-20.00%;11;812;25.98%;FALSE;call;20/02/2026;138;
AAPL260220C00390000;10/03/2025 11:11;390;0.09;0.06;0.1;0;0.00%;1;1,104;26.66%;FALSE;call;20/02/2026;138;
AAPL260220C00400000;10/03/2025 15:16;400;0.06;0.04;0.05;-0.01;-14.29%;83;3,913;26.07%;FALSE;call;20/02/2026;138;
AAPL260220P00100000;10/03/2025 09:30;100;0.07;0.06;0.1;0;0.00%;1;385;58.79%;FALSE;put;20/02/2026;138;
AAPL260220P00105000;9/22/2025 1:19 PM;105;0.06;0.06;0.09;0;0.00%;2;23;55.47%;FALSE;put;20/02/2026;138;
AAPL260220P00110000;10/03/2025 13:34;110;0.09;0.08;0.11;-0.02;-18.18%;1;63;54.10%;FALSE;put;20/02/2026;138;
AAPL260220P00115000;10/03/2025 15:41;115;0.11;0;0.13;-0.11;-50.00%;3;39;53.42%;FALSE;put;20/02/2026;138;
AAPL260220P00120000;9/23/2025 2:41 PM;120;0.13;0.12;0.14;0;0.00%;1;81;50.78%;FALSE;put;20/02/2026;138;
AAPL260220P00125000;10/02/2025 11:00;125;0.14;0.13;0.18;0;0.00%;3;378;50.20%;FALSE;put;20/02/2026;138;
AAPL260220P00130000;10/03/2025 15:41;130;0.17;0.16;0.19;-0.07;-29.17%;1;429;48.05%;FALSE;put;20/02/2026;138;
AAPL260220P00135000;9/30/2025 2:46 PM;135;0.23;0.19;0.22;0;0.00%;4;545;46.48%;FALSE;put;20/02/2026;138;
AAPL260220P00140000;10/01/2025 13:48;140;0.25;0.23;0.27;0;0.00%;1;415;45.36%;FALSE;put;20/02/2026;138;
AAPL260220P00145000;9/22/2025 10:21 AM;145;0.3;0.27;0.31;0;0.00%;10;1,661;43.85%;FALSE;put;20/02/2026;138;
AAPL260220P00150000;10/03/2025 13:34;150;0.32;0.32;0.36;-0.04;-11.11%;110;461;42.48%;FALSE;put;20/02/2026;138;
AAPL260220P00155000;9/29/2025 11:22 AM;155;0.46;0.39;0.43;0;0.00%;6;405;41.31%;FALSE;put;20/02/2026;138;
AAPL260220P00160000;9/30/2025 12:32 PM;160;0.54;0.46;0.5;0;0.00%;193;3,005;39.99%;FALSE;put;20/02/2026;138;
AAPL260220P00165000;10/03/2025 13:11;165;0.55;0.56;0.59;-0.07;-11.29%;11;897;38.79%;FALSE;put;20/02/2026;138;
AAPL260220P00170000;10/03/2025 09:59;170;0.68;0.66;0.7;0;0.00%;21;1,702;37.67%;FALSE;put;20/02/2026;138;
AAPL260220P00175000;10/03/2025 10:28;175;0.81;0.79;0.83;-0.08;-8.99%;2;2,037;36.57%;FALSE;put;20/02/2026;138;
AAPL260220P00180000;10/03/2025 14:18;180;0.97;0.94;0.98;0.03;3.19%;22;5,553;35.47%;FALSE;put;20/02/2026;138;
AAPL260220P00185000;10/03/2025 15:03;185;1.15;1.12;1.16;-0.01;-0.86%;6;2,951;34.40%;FALSE;put;20/02/2026;138;
AAPL260220P00190000;10/02/2025 15:37;190;1.38;1.34;1.38;0;0.00%;2;1,107;33.41%;FALSE;put;20/02/2026;138;
AAPL260220P00195000;10/02/2025 15:02;195;1.63;1.59;1.64;-0.01;-0.61%;1;1,829;32.42%;FALSE;put;20/02/2026;138;
AAPL260220P00200000;10/03/2025 14:53;200;1.88;1.9;1.94;-0.1;-5.05%;70;3,704;31.42%;FALSE;put;20/02/2026;138;
AAPL260220P00205000;10/03/2025 11:24;205;2.19;2.27;2.31;-0.14;-6.01%;8;4,477;30.49%;FALSE;put;20/02/2026;138;
AAPL260220P00210000;10/03/2025 11:44;210;2.67;2.71;2.76;-0.09;-3.26%;11;7,015;29.62%;FALSE;put;20/02/2026;138;
AAPL260220P00215000;10/03/2025 15:59;215;3.28;3.2;3.3;-0.09;-2.67%;3;1,946;28.78%;FALSE;put;20/02/2026;138;
AAPL260220P00220000;10/03/2025 12:21;220;3.95;3.85;3.95;-0.05;-1.25%;113;21,762;27.99%;FALSE;put;20/02/2026;138;
AAPL260220P00225000;10/03/2025 13:42;225;4.6;4.6;4.7;-0.1;-2.13%;96;1,947;27.16%;FALSE;put;20/02/2026;138;
AAPL260220P00230000;10/03/2025 15:27;230;5.55;5.45;5.6;-0.2;-3.48%;42;6,444;26.39%;FALSE;put;20/02/2026;138;
AAPL260220P00235000;10/03/2025 14:59;235;6.47;6.55;6.65;-0.28;-4.15%;176;1,065;25.62%;FALSE;put;20/02/2026;138;
AAPL260220P00240000;10/03/2025 13:22;240;7.65;7.75;7.9;-0.4;-4.97%;15;1,514;24.91%;FALSE;put;20/02/2026;138;
AAPL260220P00245000;10/03/2025 11:39;245;9.2;9.2;9.35;-0.35;-3.66%;32;1,946;24.21%;FALSE;put;20/02/2026;138;
AAPL260220P00250000;10/03/2025 13:45;250;11.07;10.9;11.05;-0.35;-3.06%;56;278;23.56%;FALSE;put;20/02/2026;138;
AAPL260220P00255000;10/03/2025 13:25;255;13;12.8;12.95;0;0.00%;121;970;22.85%;FALSE;put;20/02/2026;138;
AAPL260220P00260000;10/03/2025 15:41;260;15.2;15;15.15;-0.38;-2.44%;32;345;22.20%;TRUE;put;20/02/2026;138;
AAPL260220P00265000;10/03/2025 15:20;265;17.65;17.5;17.65;-0.55;-3.02%;17;93;21.59%;TRUE;put;20/02/2026;138;
AAPL260220P00270000;10/03/2025 13:51;270;20.8;20.25;20.45;0.13;0.63%;25;530;21.00%;TRUE;put;20/02/2026;138;
AAPL260220P00275000;10/03/2025 15:09;275;23.44;23.3;23.95;-0.32;-1.35%;7;254;21.12%;TRUE;put;20/02/2026;138;
AAPL260220P00280000;10/02/2025 14:53;280;27.12;26.55;27.05;0;0.00%;8;34;20.06%;TRUE;put;20/02/2026;138;
AAPL260220P00285000;10/02/2025 14:52;285;30.73;30.15;30.9;0;0.00%;18;25;19.90%;TRUE;put;20/02/2026;138;
AAPL260220P00290000;10/03/2025 11:09;290;34.34;34.1;34.8;-0.37;-1.07%;2;37;19.34%;TRUE;put;20/02/2026;138;
AAPL260220P00295000;10/02/2025 15:38;295;38.94;38.35;38.95;0;0.00%;2;13;18.84%;TRUE;put;20/02/2026;138;
AAPL260220P00300000;10/03/2025 14:10;300;43.65;42.7;43.2;0.39;0.90%;10;66;17.95%;TRUE;put;20/02/2026;138;
AAPL260220P00310000;9/26/2025 2:43 PM;310;53.7;51.35;52.55;0;0.00%;2;1;17.64%;TRUE;put;20/02/2026;138;
AAPL260320C00090000;09/08/2025 09:30;90;151.4;168.2;170.75;0;0.00%;3;134;89.18%;TRUE;call;20/03/2026;166;
AAPL260320C00095000;07/11/2025 11:30;95;118.29;160.8;163.9;0;0.00%;7;8;77.59%;TRUE;call;20/03/2026;166;
AAPL260320C00100000;9/22/2025 11:27 AM;100;157.86;158.85;161;0;0.00%;5;48;85.42%;TRUE;call;20/03/2026;166;
AAPL260320C00105000;08/11/2025 12:03;105;126;151.05;153.8;0;0.00%;2;32;68.99%;TRUE;call;20/03/2026;166;
AAPL260320C00110000;9/22/2025 11:27 AM;110;148.14;149;150.75;0;0.00%;5;20;77.25%;TRUE;call;20/03/2026;166;
AAPL260320C00115000;08/11/2025 13:29;115;116.06;141.3;144.05;0;0.00%;1;189;65.72%;TRUE;call;20/03/2026;166;
AAPL260320C00120000;9/24/2025 10:32 AM;120;135.06;138.95;141.45;0;0.00%;2;101;72.68%;TRUE;call;20/03/2026;166;
AAPL260320C00125000;9/29/2025 12:05 PM;125;131.3;134.85;136.3;0;0.00%;2;130;71.81%;TRUE;call;20/03/2026;166;
AAPL260320C00130000;9/19/2025 1:05 PM;130;130.9;129.2;131.7;12.97;11.00%;5;225;67.68%;TRUE;call;20/03/2026;166;
AAPL260320C00135000;10/01/2025 09:57;135;124.13;124.25;126.5;0;0.00%;32;360;64.01%;TRUE;call;20/03/2026;166;
AAPL260320C00140000;10/01/2025 09:59;140;119.44;120.45;122.15;0;0.00%;86;337;66.03%;TRUE;call;20/03/2026;166;
AAPL260320C00145000;10/01/2025 10:05;145;114.55;115.6;117.25;0;0.00%;18;216;63.48%;TRUE;call;20/03/2026;166;
AAPL260320C00150000;10/01/2025 12:12;150;110;109.7;111.8;0;0.00%;28;668;57.10%;TRUE;call;20/03/2026;166;
AAPL260320C00155000;9/30/2025 10:46 AM;155;103.75;105.95;107.3;0;0.00%;1;218;58.29%;TRUE;call;20/03/2026;166;
AAPL260320C00160000;9/29/2025 3:50 PM;160;101.85;100.95;101.85;3.5;3.56%;1;381;54.39%;TRUE;call;20/03/2026;166;
AAPL260320C00165000;10/02/2025 12:23;165;96.45;95.55;97.85;0;0.00%;4;248;52.80%;TRUE;call;20/03/2026;166;
AAPL260320C00170000;10/01/2025 15:39;170;89.6;91.5;93.05;0;0.00%;2;806;52.15%;TRUE;call;20/03/2026;166;
AAPL260320C00175000;10/03/2025 12:36;175;87.52;86.25;88.45;2.12;2.48%;2;451;53.24%;TRUE;call;20/03/2026;166;
AAPL260320C00180000;10/03/2025 12:48;180;83.1;81.75;83.55;3.6;4.53%;36;728;50.65%;TRUE;call;20/03/2026;166;
AAPL260320C00185000;10/03/2025 12:31;185;78.66;77.45;78;1.04;1.34%;1;597;46.17%;TRUE;call;20/03/2026;166;
AAPL260320C00190000;10/03/2025 10:03;190;73.14;72.75;73.6;0.21;0.29%;2;608;45.15%;TRUE;call;20/03/2026;166;
AAPL260320C00195000;10/03/2025 13:53;195;67.97;68.1;68.95;-0.38;-0.56%;5;1,788;43.34%;TRUE;call;20/03/2026;166;
AAPL260320C00200000;10/03/2025 14:17;200;63.81;63.8;64.35;0.11;0.17%;24;6,008;41.61%;TRUE;call;20/03/2026;166;
AAPL260320C00210000;10/03/2025 15:09;210;55.2;55.05;55.5;0.45;0.82%;53;4,782;38.73%;TRUE;call;20/03/2026;166;
AAPL260320C00220000;10/03/2025 15:31;220;46.65;46.55;46.9;0.17;0.37%;148;5,705;35.93%;TRUE;call;20/03/2026;166;
AAPL260320C00230000;10/03/2025 15:46;230;38.78;38.55;38.85;0.38;0.99%;516;7,670;33.61%;TRUE;call;20/03/2026;166;
AAPL260320C00240000;10/03/2025 15:36;240;31.2;31.1;31.45;-0.1;-0.32%;53;11,808;31.67%;TRUE;call;20/03/2026;166;
AAPL260320C00250000;10/03/2025 15:52;250;24.5;24.45;24.7;0;0.00%;500;12,167;29.87%;TRUE;call;20/03/2026;166;
AAPL260320C00260000;10/03/2025 15:59;260;18.65;18.6;18.8;-0.11;-0.59%;254;8,788;28.33%;FALSE;call;20/03/2026;166;
AAPL260320C00270000;10/03/2025 14:39;270;13.82;13.75;13.9;-0.25;-1.78%;219;8,955;27.13%;FALSE;call;20/03/2026;166;
AAPL260320C00280000;10/03/2025 15:22;280;9.85;9.85;10;-0.17;-1.70%;1,311;23,443;26.22%;FALSE;call;20/03/2026;166;
AAPL260320C00290000;10/03/2025 15:54;290;6.78;6.9;7;-0.23;-3.28%;108;5,250;25.51%;FALSE;call;20/03/2026;166;
AAPL260320C00300000;10/03/2025 15:59;300;4.75;4.7;4.85;-0.1;-2.06%;801;9,304;25.12%;FALSE;call;20/03/2026;166;
AAPL260320C00310000;10/03/2025 13:30;310;3.3;3.2;3.3;-0.05;-1.49%;29;2,168;24.83%;FALSE;call;20/03/2026;166;
AAPL260320C00320000;10/03/2025 15:59;320;2.2;2.17;2.23;-0.07;-3.08%;1,040;6,554;24.68%;FALSE;call;20/03/2026;166;
AAPL260320C00330000;10/03/2025 13:51;330;1.47;1.47;1.52;-0.11;-6.96%;136;1,200;24.71%;FALSE;call;20/03/2026;166;
AAPL260320C00340000;10/03/2025 09:41;340;1.01;0.99;1.04;-0.07;-6.48%;4;1,186;24.82%;FALSE;call;20/03/2026;166;
AAPL260320C00350000;10/03/2025 14:40;350;0.69;0.67;0.71;-0.07;-9.21%;9;1,930;24.95%;FALSE;call;20/03/2026;166;
AAPL260320C00360000;10/03/2025 10:46;360;0.51;0.45;0.5;-0.02;-3.77%;4;1,528;25.22%;FALSE;call;20/03/2026;166;
AAPL260320C00370000;10/03/2025 14:22;370;0.32;0.31;0.35;-0.05;-13.51%;13;2,758;25.46%;FALSE;call;20/03/2026;166;
AAPL260320P00090000;10/01/2025 14:14;90;0.07;0.06;0.08;0;0.00%;3;647;58.40%;FALSE;put;20/03/2026;166;
AAPL260320P00095000;10/01/2025 09:52;95;0.11;0.05;0.1;0;0.00%;10;263;55.96%;FALSE;put;20/03/2026;166;
AAPL260320P00100000;10/03/2025 13:35;100;0.09;0.07;0.14;-0.03;-25.00%;1;578;55.18%;FALSE;put;20/03/2026;166;
AAPL260320P00105000;9/22/2025 12:32 PM;105;0.11;0.1;0.13;0;0.00%;1;593;53.03%;FALSE;put;20/03/2026;166;
AAPL260320P00110000;9/23/2025 2:38 PM;110;0.13;0.11;0.15;0;0.00%;1;519;51.17%;FALSE;put;20/03/2026;166;
AAPL260320P00115000;10/03/2025 12:22;115;0.14;0.13;0.17;-0.04;-22.22%;23;506;50.29%;FALSE;put;20/03/2026;166;
AAPL260320P00120000;10/03/2025 15:40;120;0.17;0.16;0.2;-0.04;-19.05%;2;567;48.83%;FALSE;put;20/03/2026;166;
AAPL260320P00125000;10/02/2025 15:41;125;0.23;0.2;0.23;0;0.00%;6;1,067;47.27%;FALSE;put;20/03/2026;166;
AAPL260320P00130000;10/03/2025 14:52;130;0.26;0.24;0.27;0;0.00%;5;263;45.95%;FALSE;put;20/03/2026;166;
AAPL260320P00135000;10/03/2025 15:40;135;0.3;0.25;0.32;0.01;3.45%;6;751;44.68%;FALSE;put;20/03/2026;166;
AAPL260320P00140000;10/03/2025 15:39;140;0.34;0.33;0.37;0.01;3.03%;14;1,642;43.31%;FALSE;put;20/03/2026;166;
AAPL260320P00145000;10/01/2025 09:30;145;0.42;0.4;0.43;-0.04;-8.70%;1;918;42.02%;FALSE;put;20/03/2026;166;
AAPL260320P00150000;10/02/2025 15:26;150;0.52;0.47;0.51;0;0.00%;1,090;2,930;40.92%;FALSE;put;20/03/2026;166;
AAPL260320P00155000;10/02/2025 15:30;155;0.6;0.56;0.59;0;0.00%;2;3,196;39.67%;FALSE;put;20/03/2026;166;
AAPL260320P00160000;10/02/2025 14:25;160;0.69;0.66;0.7;0;0.00%;120;5,746;38.62%;FALSE;put;20/03/2026;166;
AAPL260320P00165000;10/03/2025 10:17;165;0.79;0.78;0.81;0.02;2.60%;153;4,173;37.45%;FALSE;put;20/03/2026;166;
AAPL260320P00170000;10/03/2025 15:52;170;0.94;0.92;0.96;-0.03;-3.09%;111;11,043;36.48%;FALSE;put;20/03/2026;166;
AAPL260320P00175000;10/03/2025 14:02;175;1.13;1.08;1.12;-0.01;-0.88%;3;6,878;35.41%;FALSE;put;20/03/2026;166;
AAPL260320P00180000;10/03/2025 14:02;180;1.33;1.27;1.32;0.03;2.31%;109;6,620;34.45%;FALSE;put;20/03/2026;166;
AAPL260320P00185000;10/03/2025 15:04;185;1.49;1.5;1.54;-0.09;-5.70%;72;3,468;33.44%;FALSE;put;20/03/2026;166;
AAPL260320P00190000;10/03/2025 13:57;190;1.81;1.77;1.82;-0.05;-2.69%;7;7,920;32.56%;FALSE;put;20/03/2026;166;
AAPL260320P00195000;10/02/2025 14:08;195;2.06;2.09;2.14;-0.12;-5.50%;1;7,371;31.65%;FALSE;put;20/03/2026;166;
AAPL260320P00200000;10/03/2025 14:40;200;2.48;2.47;2.52;-0.06;-2.36%;283;7,531;30.79%;FALSE;put;20/03/2026;166;
AAPL260320P00210000;10/03/2025 15:37;210;3.48;3.4;3.5;-0.12;-3.33%;242;12,695;29.15%;FALSE;put;20/03/2026;166;
AAPL260320P00220000;10/03/2025 14:39;220;4.75;4.75;4.85;-0.25;-5.00%;262;14,491;27.62%;FALSE;put;20/03/2026;166;
AAPL260320P00230000;10/03/2025 14:24;230;6.65;6.55;6.7;-0.26;-3.76%;899;7,429;26.19%;FALSE;put;20/03/2026;166;
AAPL260320P00240000;10/03/2025 14:38;240;9.05;9;9.15;-0.4;-4.23%;117;6,101;24.80%;FALSE;put;20/03/2026;166;
AAPL260320P00250000;10/03/2025 15:25;250;12.35;12.2;12.35;-0.4;-3.14%;233;10,759;23.44%;FALSE;put;20/03/2026;166;
AAPL260320P00260000;10/03/2025 14:28;260;16.15;16.3;16.5;-0.65;-3.87%;143;2,549;22.19%;TRUE;put;20/03/2026;166;
AAPL260320P00270000;10/03/2025 14:03;270;22.05;21.5;21.65;0;0.00%;20;199;20.95%;TRUE;put;20/03/2026;166;
AAPL260320P00280000;10/03/2025 15:04;280;27.62;27.4;28.05;-0.71;-2.51%;6;157;20.00%;TRUE;put;20/03/2026;166;
AAPL260320P00290000;10/03/2025 15:09;290;35.14;34.6;35.3;-0.45;-1.26%;6;15;18.72%;TRUE;put;20/03/2026;166;
AAPL260320P00300000;10/03/2025 14:17;300;43.74;42.95;43.55;-0.01;-0.02%;8;26;17.49%;TRUE;put;20/03/2026;166;
AAPL260320P00310000;9/26/2025 12:07 PM;310;55.19;51.9;52.85;0;0.00%;2;3;17.55%;TRUE;put;20/03/2026;166;
AAPL260320P00320000;2/14/2025 2:56 PM;320;75.45;105.2;107.2;0;0.00%;0;0;92.83%;TRUE;put;20/03/2026;166;
AAPL260320P00350000;5/13/2025 10:39 AM;350;138.33;152.45;154.85;0;0.00%;1;0;128.06%;TRUE;put;20/03/2026;166;
AAPL260320P00360000;3/19/2025 10:18 AM;360;141.67;161.45;164.6;0;0.00%;0;0;130.21%;TRUE;put;20/03/2026;166;
